hasfix,satellitesused,lat,lon,altitude,course,speedkmhr,humidity,temperature,bat,sensor_number,datetime
True,4,34.679708,-92.321902,339.00,105.19,2.11,44.73,33.93,3.93,2105,2023-08-19 19:39:21+00:00
True,4,34.679717,-92.321895,337.50,101.86,2.19,44.64,33.98,3.88,2105,2023-08-19 19:39:22+00:00
True,4,34.679735,-92.321938,324.60,104.34,3.24,44.74,34.04,3.93,2105,2023-08-19 19:39:23+00:00
True,4,34.679742,-92.321972,317.80,81.76,3.37,45.34,34.10,3.93,2105,2023-08-19 19:39:24+00:00
True,4,34.679750,-92.322010,313.80,71.97,2.78,45.50,34.18,3.93,2105,2023-08-19 19:39:25+00:00
True,4,34.679823,-92.321602,257.30,60.31,1.00,44.32,34.40,3.93,2105,2023-08-19 19:39:28+00:00
True,4,34.679795,-92.321595,262.70,60.31,0.81,44.40,34.45,3.93,2105,2023-08-19 19:39:29+00:00
True,5,34.679787,-92.321595,265.10,60.31,0.70,44.62,34.53,3.93,2105,2023-08-19 19:39:30+00:00
True,4,34.679782,-92.321597,266.00,60.31,0.80,43.65,34.65,3.93,2105,2023-08-19 19:39:31+00:00
True,7,34.679722,-92.321715,308.60,60.31,0.44,43.39,34.91,3.92,2105,2023-08-19 19:39:40+00:00
True,6,34.679748,-92.321685,291.70,60.31,0.46,43.69,34.96,3.93,2105,2023-08-19 19:39:41+00:00
True,8,34.679760,-92.321678,285.90,60.31,0.70,42.97,35.01,3.93,2105,2023-08-19 19:39:42+00:00
True,8,34.679772,-92.321665,277.80,60.31,0.91,42.07,35.01,3.93,2105,2023-08-19 19:39:43+00:00
True,8,34.679783,-92.321662,271.60,60.31,0.56,41.63,35.01,3.93,2105,2023-08-19 19:39:44+00:00
True,8,34.679795,-92.321657,265.60,60.31,0.48,41.59,35.01,3.92,2105,2023-08-19 19:39:45+00:00
True,8,34.679810,-92.321653,259.00,60.31,0.30,41.41,35.00,3.92,2105,2023-08-19 19:39:46+00:00
True,8,34.679827,-92.321655,252.60,60.31,0.07,41.42,35.03,3.91,2105,2023-08-19 19:39:47+00:00
True,8,34.679838,-92.321660,248.10,60.31,0.13,41.32,35.04,3.92,2105,2023-08-19 19:39:48+00:00
